AUTHENTICATE CRAM-MD5.
ready
ready
*OPC is OK (1). 
####	2019/10/10 20:49:46 879,M_1-PreAMP-S_3-1-D_1 
 DATE  ,PK_WL[THZ],LEVEL[dBm],3.0dB WD[nm],CRT WL WL[NM],3.0dB PB[nm],RIPPLE[dB],CROSS TK[L][dB],CROSS TK[R][dB],OFFSET WL[nm],OFFSET LEVEL[dBm],NOISE[dBm][NBW],OSNR[dB] 
2019/10/10 20:49:46 879,194.801,-21.420,180503357,194801921,385564527,12.614, 7.474, 7.524, 0.000, 0.000,-40.954,19.463 

2019/10/10 20:49:47 920,194.801,-21.306,179490599,194801853,385817688,12.704, 7.496, 7.554, 0.000, 0.000,-40.945,19.571 

2019/10/10 20:49:48 932,194.801,-21.308,181009701,194801930,382020469,12.514, 7.685, 7.737, 0.000, 0.000,-40.945,19.568 

2019/10/10 20:49:49 914,194.801,-21.308,181009701,194801930,382020469,12.514, 7.685, 7.737, 0.000, 0.000,-40.956,19.591 

2019/10/10 20:49:50 898,194.801,-21.297,181009560,194801857,383665843,12.616, 7.591, 7.643, 0.000, 0.000,-40.956,19.591 

2019/10/10 20:49:51 884,194.801,-21.311,179617331,194801936,383919004,12.570, 7.628, 7.676, 0.000, 0.000,-40.934,19.554 

2019/10/10 20:49:52 868,194.801,-21.397,179743899,194801936,384804944,12.590, 7.517, 7.574, 0.000, 0.000,-40.963,19.496 

2019/10/10 20:49:53 825,194.801,-21.404,180503193,194801828,390121429,12.898, 7.210, 7.257, 0.000, 0.000,-40.976,19.502 

2019/10/10 20:49:54 836,194.801,-21.395,180629761,194801821,388855522,12.819, 7.297, 7.342, 0.000, 0.000,-40.996,19.532 

2019/10/10 20:49:55 824,194.801,-21.303,180883039,194801882,382653248,12.556, 7.651, 7.697, 0.000, 0.000,-40.950,19.578 

2019/10/10 20:49:56 805,194.801,-21.303,180883039,194801882,382653248,12.556, 7.651, 7.696, 0.000, 0.000,-40.940,19.566 

2019/10/10 20:49:57 789,194.801,-21.306,179490622,194801863,383665943,12.599, 7.598, 7.648, 0.000, 0.000,-40.940,19.566 

2019/10/10 20:49:58 775,194.801,-21.409,180756470,194801891,384298671,12.565, 7.529, 7.580, 0.000, 0.000,-40.961,19.482 

2019/10/10 20:49:59 758,194.801,-21.313,180250290,194801969,385184760,12.672, 7.520, 7.569, 0.000, 0.000,-40.958,19.576 

