AUTHENTICATE CRAM-MD5.
ready
ready
*OPC is OK (1). 
####	2019/10/30 04:15:18 302,M_1-PreAMP-S_3-2-D_1 
 DATE  ,PK_WL[THZ],LEVEL[dBm],3.0dB WD[nm],CRT WL WL[NM],3.0dB PB[nm],RIPPLE[dB],CROSS TK[L][dB],CROSS TK[R][dB],OFFSET WL[nm],OFFSET LEVEL[dBm],NOISE[dBm][NBW],OSNR[dB] 
2019/10/30 04:15:18 302,194.801,-20.722,177718061,194801628,376323825,14.321,12.224,12.213, 0.000, 0.000,-45.604,24.862 

2019/10/30 04:15:19 342,194.801,-20.798,177338149,194801534,374931171,14.269,12.193,12.183, 0.000, 0.000,-45.667,24.848 

2019/10/30 04:15:20 353,194.801,-20.715,175946013,194801665,371133470,13.777,12.774,12.752, 0.000, 0.000,-45.573,24.837 

2019/10/30 04:15:21 336,194.801,-20.715,175946013,194801665,371133470,13.777,12.774,12.752, 0.000, 0.000,-45.666,24.830 

2019/10/30 04:15:22 321,194.801,-20.815,177591332,194801546,375817356,14.284,12.164,12.149, 0.000, 0.000,-45.666,24.830 

2019/10/30 04:15:23 307,194.801,-20.799,177085013,194801544,369740918,13.664,12.800,12.784, 0.000, 0.000,-45.625,24.805 

2019/10/30 04:15:24 288,194.801,-20.805,177464810,194801577,371893097,13.851,12.605,12.596, 0.000, 0.000,-45.647,24.822 

2019/10/30 04:15:25 246,194.801,-20.708,175945875,194801591,375057679,14.307,12.258,12.241, 0.000, 0.000,-45.595,24.866 

2019/10/30 04:15:26 259,194.801,-20.795,176832037,194801648,369487710,13.666,12.804,12.791, 0.000, 0.000,-45.643,24.827 

2019/10/30 04:15:27 242,194.801,-20.800,177085059,194801572,369361105,13.727,12.734,12.724, 0.000, 0.000,-45.680,24.859 

2019/10/30 04:15:28 227,194.801,-20.800,177085059,194801572,369361105,13.727,12.734,12.718, 0.000, 0.000,-45.613,24.881 

2019/10/30 04:15:29 210,194.801,-20.711,179489829,194801442,368601432,13.670,12.881,12.873, 0.000, 0.000,-45.613,24.881 

2019/10/30 04:15:30 197,194.801,-20.797,176578763,194801582,370247239,13.720,12.746,12.731, 0.000, 0.000,-45.610,24.792 

2019/10/30 04:15:31 179,194.801,-20.790,176958560,194801617,375564195,14.259,12.215,12.195, 0.000, 0.000,-45.642,24.831 

