AUTHENTICATE CRAM-MD5.
ready
ready
*OPC is OK (1). 
####	2019/10/29 16:25:12 953,M_1-PreAMP-S_2-D_1 
 DATE  ,PK_WL[THZ],LEVEL[dBm],3.0dB WD[nm],CRT WL WL[NM],3.0dB PB[nm],RIPPLE[dB],CROSS TK[L][dB],CROSS TK[R][dB],OFFSET WL[nm],OFFSET LEVEL[dBm],NOISE[dBm][NBW],OSNR[dB] 
2019/10/29 16:25:12 953,194.801,-20.857,179870468,194801926,391260731,12.754,13.771,13.769, 0.000, 0.000,-37.473,16.477 

2019/10/29 16:25:13 994,194.801,-20.838,179490692,194801904,393032758,12.842,13.713,13.692, 0.000, 0.000,-37.488,16.513 

2019/10/29 16:25:15 465,194.801,-20.968,178984255,194801841,397842614,12.984,13.422,13.414, 0.000, 0.000,-37.490,16.381 

2019/10/29 16:25:15 987,194.801,-20.968,178984255,194801841,397842614,12.984,13.422,13.414, 0.000, 0.000,-37.451,16.490 

2019/10/29 16:25:16 975,194.801,-20.823,178857756,194801887,392273223,12.812,13.744,13.737, 0.000, 0.000,-37.451,16.490 

2019/10/29 16:25:17 959,194.801,-20.913,179237485,194801884,391513790,12.776,13.691,13.678, 0.000, 0.000,-37.537,16.485 

2019/10/29 16:25:18 943,194.801,-20.754,179110870,194801865,392779596,12.868,13.769,13.755, 0.000, 0.000,-37.391,16.500 

2019/10/29 16:25:19 897,194.801,-20.914,178604573,194801874,394551520,12.888,13.576,13.562, 0.000, 0.000,-37.515,16.462 

2019/10/29 16:25:20 911,194.801,-20.826,178731211,194801908,393918694,12.889,13.670,13.652, 0.000, 0.000,-37.482,16.519 

2019/10/29 16:25:21 895,194.801,-20.754,179110824,194801833,404679014,13.231,13.409,13.391, 0.000, 0.000,-37.370,16.477 

2019/10/29 16:25:22 881,194.801,-20.754,179110824,194801833,404679014,13.231,13.409,13.391, 0.000, 0.000,-37.454,16.402 

2019/10/29 16:25:23 862,194.801,-20.911,177971591,194801826,397842665,13.010,13.458,13.442, 0.000, 0.000,-37.454,16.402 

2019/10/29 16:25:24 847,194.801,-20.909,178984325,194801882,394804783,12.855,13.615,13.608, 0.000, 0.000,-37.454,16.404 

2019/10/29 16:25:25 832,194.801,-20.743,177338725,194801850,394045300,12.926,13.722,13.707, 0.000, 0.000,-37.394,16.514 

2019/10/29 16:25:26 789,194.801,-20.822,179237508,194801895,392779545,12.847,13.717,13.705, 0.000, 0.000,-37.464,16.504 

2019/10/29 16:25:27 800,194.801,-20.919,179617261,194801904,392526333,12.753,13.708,13.696, 0.000, 0.000,-37.457,16.397 

2019/10/29 16:25:28 786,194.801,-20.919,179617261,194801904,392526333,12.753,13.714,13.696, 0.000, 0.000,-37.371,16.402 

2019/10/29 16:25:29 771,194.801,-20.828,179870304,194801841,402526852,13.111,13.447,13.430, 0.000, 0.000,-37.526,16.410 

2019/10/29 16:25:30 756,194.801,-20.975,180123441,194801824,400248086,13.038,13.364,13.342, 0.000, 0.000,-37.526,16.410 

2019/10/29 16:25:31 739,194.801,-20.895,180123534,194801876,390754358,12.758,13.732,13.714, 0.000, 0.000,-37.540,16.507 

2019/10/29 16:25:32 722,194.801,-20.828,179237462,194801873,393032655,12.842,13.711,13.705, 0.000, 0.000,-37.467,16.501 

2019/10/29 16:25:33 706,194.801,-20.813,180123581,194801898,390754459,12.764,13.814,13.790, 0.000, 0.000,-37.454,16.503 

2019/10/29 16:25:34 693,194.801,-20.734,179490762,194801942,391260629,12.785,13.870,13.859, 0.000, 0.000,-37.394,16.523 

2019/10/29 16:25:35 675,194.801,-20.734,179490762,194801942,391260629,12.785,13.870,13.859, 0.000, 0.000,-37.467,16.529 

2019/10/29 16:25:36 660,194.801,-20.801,177845046,194801847,407590877,13.296,13.285,13.270, 0.000, 0.000,-37.467,16.529 

