AUTHENTICATE CRAM-MD5.
ready
ready
*OPC is OK (1). 
####	2019/10/02 03:24:59 268,M_1-PreAMP-S_3-2-D_1 
 DATE  ,PK_WL[THZ],LEVEL[dBm],3.0dB WD[nm],CRT WL WL[NM],3.0dB PB[nm],RIPPLE[dB],CROSS TK[L][dB],CROSS TK[R][dB],OFFSET WL[nm],OFFSET LEVEL[dBm],NOISE[dBm][NBW],OSNR[dB] 
2019/10/02 03:24:59 268,194.801,-20.879,178857780,194801902,365565029,13.174,13.453,13.458, 0.000, 0.000,-45.664,24.765 

2019/10/02 03:25:00 310,194.801,-20.902,179870421,194801899,366451022,13.281,13.312,13.322, 0.000, 0.000,-45.667,24.743 

2019/10/02 03:25:01 321,194.801,-20.975,180503451,194801967,366324465,13.193,13.325,13.336, 0.000, 0.000,-45.712,24.715 

2019/10/02 03:25:02 307,194.801,-20.975,180503451,194801967,366324465,13.193,13.325,13.336, 0.000, 0.000,-45.661,24.820 

2019/10/02 03:25:03 288,194.801,-20.820,179743852,194801911,365818190,13.268,13.420,13.416, 0.000, 0.000,-45.661,24.820 

2019/10/02 03:25:04 272,194.801,-20.827,180503380,194801936,363413417,12.938,13.745,13.738, 0.000, 0.000,-45.609,24.760 

2019/10/02 03:25:05 259,194.801,-20.888,179617424,194801989,366577579,13.260,13.357,13.350, 0.000, 0.000,-45.652,24.742 

2019/10/02 03:25:06 213,194.801,-20.898,180250267,194801960,365058801,13.167,13.441,13.445, 0.000, 0.000,-45.689,24.770 

2019/10/02 03:25:07 228,194.801,-20.984,181009725,194801948,365058801,13.129,13.380,13.385, 0.000, 0.000,-45.706,24.701 

2019/10/02 03:25:08 213,194.801,-20.893,179870468,194801926,362400865,12.923,13.680,13.682, 0.000, 0.000,-45.657,24.743 

2019/10/02 03:25:09 195,194.801,-20.893,179870468,194801926,362400865,12.923,13.680,13.688, 0.000, 0.000,-45.655,24.723 

2019/10/02 03:25:10 180,194.801,-20.911,179743923,194801947,365438519,13.160,13.434,13.429, 0.000, 0.000,-45.655,24.723 

2019/10/02 03:25:11 166,194.801,-20.895,179490809,194801970,365185453,13.259,13.354,13.349, 0.000, 0.000,-45.671,24.755 

2019/10/02 03:25:12 150,194.801,-20.897,180629902,194801898,365818190,13.268,13.339,13.338, 0.000, 0.000,-45.698,24.780 

2019/10/02 03:25:13 128,194.801,-20.901,179997106,194801957,364299411,13.112,13.493,13.487, 0.000, 0.000,-45.645,24.722 

2019/10/02 03:25:14 120,194.801,-20.905,179997083,194801938,366704231,13.295,13.298,13.299, 0.000, 0.000,-45.692,24.765 

2019/10/02 03:25:15 102,194.801,-20.905,179997083,194801938,366704231,13.295,13.298,13.299, 0.000, 0.000,-45.709,24.714 

2019/10/02 03:25:16 854,194.801,-20.974,180503451,194801975,363539879,12.943,13.577,13.586, 0.000, 0.000,-45.693,24.733 

2019/10/02 03:25:17 724,194.801,-20.939,180883086,194801911,364299174,13.094,13.463,13.470, 0.000, 0.000,-45.697,24.737 

2019/10/02 03:25:18 570,194.801,-20.965,180503333,194801902,363286812,12.977,13.555,13.555, 0.000, 0.000,-45.722,24.736 

2019/10/02 03:25:19 167,194.801,-20.957,179110986,194801924,366071304,13.215,13.329,13.324, 0.000, 0.000,-45.690,24.711 

2019/10/02 03:25:20 240,194.801,-20.884,179490785,194801957,367463620,13.337,13.286,13.271, 0.000, 0.000,-45.696,24.791 

2019/10/02 03:25:21 800,194.801,-20.900,179743946,194801957,366071399,13.272,13.329,13.330, 0.000, 0.000,-45.657,24.736 

2019/10/02 03:25:21 994,194.801,-20.900,179743946,194801957,366071399,13.272,13.329,13.330, 0.000, 0.000,-45.708,24.729 

2019/10/02 03:25:22 979,194.801,-20.957,180376742,194801901,366450831,13.255,13.285,13.287, 0.000, 0.000,-45.708,24.729 

2019/10/02 03:25:23 960,194.801,-20.972,180756447,194801879,364299364,13.044,13.487,13.485, 0.000, 0.000,-45.709,24.715 

2019/10/02 03:25:24 944,194.801,-20.886,179870538,194801963,364046297,13.116,13.496,13.498, 0.000, 0.000,-45.660,24.752 

2019/10/02 03:25:25 902,194.801,-20.894,180250173,194801901,363666578,13.060,13.551,13.550, 0.000, 0.000,-45.660,24.744 

2019/10/02 03:25:26 917,194.801,-20.906,180756635,194801983,362654026,12.950,13.650,13.644, 0.000, 0.000,-45.662,24.734 

2019/10/02 03:25:27 898,194.801,-20.886,179490785,194801954,363160208,12.971,13.646,13.646, 0.000, 0.000,-45.677,24.769 

2019/10/02 03:25:28 884,194.801,-20.886,179490785,194801954,363160208,12.971,13.646,13.646, 0.000, 0.000,-45.651,24.728 

2019/10/02 03:25:29 870,194.801,-20.902,179997106,194801956,367590129,13.279,13.322,13.320, 0.000, 0.000,-45.651,24.728 

2019/10/02 03:25:30 851,194.801,-20.902,180123769,194802005,362021240,12.936,13.664,13.656, 0.000, 0.000,-45.658,24.734 

2019/10/02 03:25:31 835,194.801,-20.899,180123558,194801890,368096451,13.417,13.185,13.183, 0.000, 0.000,-45.667,24.746 

2019/10/02 03:25:32 798,194.801,-20.903,179364170,194801941,362147750,12.884,13.712,13.710, 0.000, 0.000,-45.635,24.710 

2019/10/02 03:25:33 804,194.801,-20.894,180123651,194801941,365311915,13.189,13.416,13.420, 0.000, 0.000,-45.694,24.778 

