AUTHENTICATE CRAM-MD5.
ready
ready
*OPC is OK (1). 
####	2019/11/13 17:04:21 469,M_1-PreAMP-S_2-D_1 
 DATE  ,PK_WL[THZ],LEVEL[dBm],3.0dB WD[nm],CRT WL WL[NM],3.0dB PB[nm],RIPPLE[dB],CROSS TK[L][dB],CROSS TK[R][dB],OFFSET WL[nm],OFFSET LEVEL[dBm],NOISE[dBm][NBW],OSNR[dB] 
2019/11/13 17:04:21 469,194.801,-21.239,181769395,194802047,402274109,12.419, 7.746, 7.785, 0.000, 0.000,-38.468,17.109 

2019/11/13 17:04:22 508,194.801,-21.415,180629996,194801950,399362462,12.289, 7.700, 7.737, 0.000, 0.000,-38.550,17.012 

2019/11/13 17:04:23 518,194.801,-21.354,182022721,194802133,396703879,12.243, 7.803, 7.846, 0.000, 0.000,-38.468,16.990 

2019/11/13 17:04:24 504,194.801,-21.354,182022721,194802133,396703879,12.243, 7.803, 7.846, 0.000, 0.000,-38.474,17.014 

2019/11/13 17:04:25 489,194.801,-21.337,181136552,194802073,403286861,12.373, 7.688, 7.737, 0.000, 0.000,-38.474,17.014 

2019/11/13 17:04:26 471,194.801,-21.423,180376953,194802015,402907196,12.338, 7.642, 7.680, 0.000, 0.000,-38.554,17.008 

2019/11/13 17:04:27 459,194.801,-21.428,181263050,194802033,399615728,12.281, 7.689, 7.736, 0.000, 0.000,-38.559,17.007 

2019/11/13 17:04:28 412,194.801,-21.441,180630019,194801963,402527427,12.315, 7.645, 7.687, 0.000, 0.000,-38.547,16.982 

2019/11/13 17:04:29 425,194.801,-21.438,181136411,194801997,399109249,12.268, 7.695, 7.738, 0.000, 0.000,-38.546,16.985 

2019/11/13 17:04:30 410,194.801,-21.426,181389595,194802009,398982798,12.266, 7.710, 7.754, 0.000, 0.000,-38.542,16.993 

2019/11/13 17:04:31 395,194.801,-21.426,181389595,194802009,398982798,12.266, 7.710, 7.754, 0.000, 0.000,-38.544,16.998 

2019/11/13 17:04:32 381,194.801,-21.422,182149053,194802001,400881641,12.293, 7.682, 7.726, 0.000, 0.000,-38.544,16.998 

2019/11/13 17:04:33 363,194.801,-21.344,182655588,194802119,397337066,12.260, 7.796, 7.838, 0.000, 0.000,-38.469,17.002 

2019/11/13 17:04:34 349,194.801,-21.416,180756564,194801947,402400716,12.341, 7.649, 7.685, 0.000, 0.000,-38.549,17.010 

2019/11/13 17:04:35 304,194.801,-21.355,182528806,194802005,398729273,12.321, 7.730, 7.768, 0.000, 0.000,-38.551,17.075 

2019/11/13 17:04:36 317,194.801,-21.323,181516305,194802085,398096344,12.308, 7.771, 7.816, 0.000, 0.000,-38.477,17.031 

2019/11/13 17:04:37 299,194.801,-21.323,181516305,194802085,398096344,12.308, 7.772, 7.816, 0.000, 0.000,-38.554,17.001 

2019/11/13 17:04:38 285,194.801,-21.431,181642803,194802034,407211373,12.392, 7.580, 7.623, 0.000, 0.000,-38.459,17.002 

2019/11/13 17:04:39 268,194.801,-21.335,183035270,194802082,396070949,12.235, 7.832, 7.873, 0.000, 0.000,-38.459,17.002 

2019/11/13 17:04:40 254,194.801,-21.408,180123745,194801989,402527270,12.354, 7.640, 7.680, 0.000, 0.000,-38.552,17.022 

2019/11/13 17:04:41 228,194.801,-21.413,182149148,194802053,399235700,12.285, 7.698, 7.746, 0.000, 0.000,-38.543,17.007 

2019/11/13 17:04:42 221,194.801,-21.410,182149172,194802060,400628375,12.319, 7.670, 7.714, 0.000, 0.000,-38.554,17.022 

2019/11/13 17:04:43 205,194.801,-21.415,182655280,194801948,403033542,12.353, 7.632, 7.675, 0.000, 0.000,-38.550,17.013 

2019/11/13 17:04:44 191,194.801,-21.415,182655280,194801948,403033542,12.353, 7.632, 7.675, 0.000, 0.000,-38.548,17.022 

2019/11/13 17:04:45 174,194.801,-21.404,181136576,194802088,398856191,12.297, 7.701, 7.742, 0.000, 0.000,-38.548,17.022 

2019/11/13 17:04:46 160,194.801,-21.404,181895987,194802047,401261357,12.319, 7.678, 7.721, 0.000, 0.000,-38.555,17.028 

2019/11/13 17:04:47 143,194.801,-21.307,182908678,194802076,397336911,12.287, 7.810, 7.848, 0.000, 0.000,-38.475,17.046 

2019/11/13 17:04:48 994,194.801,-21.404,182782038,194802049,399235856,12.296, 7.705, 7.742, 0.000, 0.000,-38.552,17.025 

2019/11/13 17:04:49 112,194.801,-21.245,181642827,194802050,399235804,12.345, 7.814, 7.851, 0.000, 0.000,-38.455,17.090 

2019/11/13 17:04:50 973,194.801,-21.312,181389760,194802105,399362566,12.310, 7.784, 7.821, 0.000, 0.000,-38.465,17.031 

2019/11/13 17:04:51 807,194.801,-21.312,181389760,194802105,399362566,12.310, 7.784, 7.821, 0.000, 0.000,-38.527,17.001 

2019/11/13 17:04:52 679,194.801,-21.402,181769395,194802046,401641021,12.342, 7.657, 7.695, 0.000, 0.000,-38.527,17.001 

