AUTHENTICATE CRAM-MD5.
ready
ready
*OPC is OK (1). 
####	2019/10/24 05:19:06 630,M_1-PreAMP-S_3-2-D_1 
 DATE  ,PK_WL[THZ],LEVEL[dBm],3.0dB WD[nm],CRT WL WL[NM],3.0dB PB[nm],RIPPLE[dB],CROSS TK[L][dB],CROSS TK[R][dB],OFFSET WL[nm],OFFSET LEVEL[dBm],NOISE[dBm][NBW],OSNR[dB] 
2019/10/24 05:19:06 630,194.801,-20.731,181136952,194802292,356705771,12.923,13.605,13.599, 0.000, 0.000,-45.551,24.799 

2019/10/24 05:19:07 672,194.801,-20.632,180124237,194802252,359237068,13.090,13.548,13.536, 0.000, 0.000,-45.462,24.808 

2019/10/24 05:19:08 683,194.801,-20.733,180250735,194802211,358730883,13.056,13.472,13.463, 0.000, 0.000,-45.554,24.799 

2019/10/24 05:19:09 668,194.801,-20.733,180250735,194802211,358730883,13.056,13.472,13.463, 0.000, 0.000,-45.519,24.764 

2019/10/24 05:19:10 651,194.801,-20.734,180630583,194802267,358857395,13.040,13.487,13.479, 0.000, 0.000,-45.519,24.764 

2019/10/24 05:19:11 637,194.801,-20.683,179997644,194802245,358730744,13.110,13.477,13.458, 0.000, 0.000,-45.541,24.837 

2019/10/24 05:19:12 621,194.801,-20.752,180757152,194802258,358857395,12.986,13.521,13.518, 0.000, 0.000,-45.509,24.736 

2019/10/24 05:19:13 575,194.801,-20.741,179238021,194802172,357844978,13.037,13.486,13.477, 0.000, 0.000,-45.536,24.774 

2019/10/24 05:19:14 589,194.801,-20.730,181389949,194802201,357971443,12.903,13.629,13.620, 0.000, 0.000,-45.520,24.769 

2019/10/24 05:19:15 572,194.801,-20.724,178858361,194802211,357465258,13.024,13.515,13.505, 0.000, 0.000,-45.535,24.790 

2019/10/24 05:19:16 559,194.801,-20.724,178858361,194802211,357465258,13.024,13.515,13.505, 0.000, 0.000,-45.526,24.777 

2019/10/24 05:19:17 544,194.801,-20.728,180757128,194802247,357591723,12.926,13.604,13.608, 0.000, 0.000,-45.526,24.777 

2019/10/24 05:19:18 525,194.801,-20.628,179238114,194802221,356832375,13.007,13.636,13.625, 0.000, 0.000,-45.482,24.833 

2019/10/24 05:19:19 511,194.801,-20.723,179997527,194802186,359363532,13.112,13.439,13.421, 0.000, 0.000,-45.558,24.814 

2019/10/24 05:19:20 467,194.801,-20.716,179364683,194802220,356326097,12.975,13.570,13.564, 0.000, 0.000,-45.519,24.781 

